business_id,name,address,latitude,longitude,stars,good_for_meal,price,cuisine_1,cuisine_2
4_-IcMpkF_sBRHomWZHNzA,Bistrot La Minette,623 S 6th St,39.9414622968,-75.1523852348,4.5,dinner,$$$,French,Breakfast & Brunch
uxZENO1iy7tz8MK77L3_GQ,Black & Brew,1523 E Passyunk Ave,39.9302929,-75.1627686,4.0,"lunch, brunch, breakfast",$,Breakfast & Brunch,Not Applicable
TunmRrfZb7bt53T6HJi4UQ,Bleu Sushi,262 S 10th St,39.9463986271,-75.157800703,4.5,"lunch, dinner",$$,Asian Fusion,Japanese
VwZ5NDbIu3elGQI6MzcXBA,Blue Corn,940 S 9th St,39.9377652566,-75.1583243076,4.5,"lunch, dinner",$$,Mexican,Not Applicable
q9Pupuw6Z2b8WaYK-MGt4g,Bluestone Lane,1701 Locust St,39.9489487,-75.1695317,4.0,"lunch, brunch, breakfast",$$,Australian,Not Applicable
_k1CIuPkY-uLFm8lABFG8Q,Bonchon Philadelphia,1020 Cherry St,39.954502,-75.15699,3.5,"latenight, lunch, dinner",$$,Asian Fusion,Korean
t3PkHzVTvPA8qRxKe9TIkQ,Booker's Restaurant and Bar,5021 Baltimore Ave,39.948041,-75.2242388,3.5,"dessert, lunch, dinner, brunch",$$,American (Traditional),American (New)
hxh1ongobphqXq30V13ukg,Bottle Bar East,1308 Frankford Ave,39.970471,-75.134725,4.0,"latenight, lunch, dinner",$$,American (Traditional),Not Applicable
PYUI1OJVksGUbCrteU68bw,Bourbon & Branch,705 N 2nd St,39.96207,-75.14104,4.0,"lunch, dinner, brunch",$$,American (Traditional),Not Applicable
9_B5sCqKBOKDAmYpByiFFg,Branzino Italian Ristorante,261 S 17th St,39.9480133,-75.1693585,3.5,dinner,$$,Italian,Not Applicable
8j3blTZChklt3j89jxx0fw,Brauhaus Schmitz,718 South St,39.9423058586,-75.1546984195,4.0,dinner,$$$,German,Not Applicable
nIlmZLuMs0JuBRvAHSIf8Q,Bredenbeck's Bakery & Ice Cream Parlor,8126 Germantown Ave,40.0724995,-75.202403,4.0,Unknown,$$,Not Applicable,Not Applicable
_f3JQU6IXpGmTLaSqGy79g,BRÜ Craft & Wurst,1318 Chestnut St,39.9503152253,-75.1624865435,3.5,"latenight, lunch, dinner",$$,German,Not Applicable
9c7MUiE6VI8NesjPdj5FkA,Bubblefish,909 Arch St,39.9536791,-75.1551081,4.0,"dessert, lunch, dinner",$$,Japanese,Taiwanese
pXRrRf8fDv6yU3xp1E25hA,Bud & Marilyn's,1234 Locust St,39.947787,-75.162293,4.0,"dinner, brunch",$$,American (Traditional),Not Applicable
nIAbuktMEzVjT4P9pG89rQ,Buddakan,325 Chestnut St,39.9489186,-75.1471667,4.0,dinner,$$$,Asian Fusion,Chinese
jULIPydhMj18KOI5OHTwfA,Buena Onda,1901 Callowhill St,39.9609147337,-75.1708267829,4.0,lunch,$$,Mexican,Not Applicable
pP_jeWrWq-lvMitmkM2Gkw,BurgerFi,1200 Arch St,39.9535213,-75.1597442,3.0,"lunch, dinner",$$,American (New),American (Traditional)
0oSSjekU-3GR8gselReWnA,Butcher and Singer,1500 Walnut St,39.9493338,-75.1661758,4.5,dinner,$$$$,American (Traditional),Not Applicable
jS3affmkXWrBnidXA-DIfQ,Butcher Bar,2034 Chestnut St,39.9520301,-75.1748960093,4.0,dinner,$$,Not Applicable,Not Applicable
8xTHtLoNIwdpf0FEvIpQIw,By George! Pizza Pasta & Cheesesteaks,51 N 12th St,39.9532222415,-75.1594696319,4.0,lunch,$$,Italian,Not Applicable
c5w3gViEODLmPJBCeAVUIQ,Byblos,116 S 18th St,39.9511992,-75.1706583,3.0,latenight,$$,Mediterranean,Middle Eastern
hUX1yAimviBIhb21D_KtcQ,Cactus Restaurant & Bar,4243 Main St,40.0245627,-75.2209958,3.0,dinner,$$,Mexican,Tex-Mex
d48Xrx8MhGtdaLvhcYzNWQ,Cafe Diem,1031 S 8th St,39.9362435,-75.15667,4.5,lunch,$,Vietnamese,Not Applicable
K7KHmHzxNwzqiijSJeKe_A,Cafe La Maude,816 N 4th St,39.963948,-75.144364,4.5,"lunch, brunch, breakfast",$$,Mediterranean,American (New)
TwnzM8mJn_nT2PJf1x-9kQ,Cafe Lift,428 N 13th St,39.960346,-75.159706,4.0,"brunch, breakfast",$$,American (New),Not Applicable
i6jA8vSHrP9LiUPHlqPVwA,Cafe Olé,147 N 3rd St,39.9535194938,-75.1448114998,4.0,"lunch, brunch, breakfast",$$,Mediterranean,Not Applicable
venWfi69QVylbyrvaPt0nQ,Cafe Ynez,2025 Washington Ave,39.9394117528,-75.1773281189,4.5,"lunch, dinner, brunch",$$,Mexican,Not Applicable
qsm7SkX60JsajT7Yz248FA,Café Soho,468 W Cheltenham Ave,40.0550205,-75.1260334,4.0,"latenight, dinner",$$,Asian Fusion,Japanese
qaDImxPguQz0jToNYvB1Eg,Café y Chocolate,1532 Snyder Ave,39.924584,-75.172676,4.5,"lunch, brunch",$$,Mexican,Not Applicable
wHkYLlZyPXllrQRlvidUlg,Campo's Philly Cheesesteaks,214 Market St,39.9497014,-75.1442745,3.5,lunch,$$,Not Applicable,Not Applicable
73UjNbSoQjQAOS45rcihFg,Cantina Dos Segundos,931 N 2nd St,39.9648195,-75.1402322,4.0,dinner,$$,Mexican,Not Applicable
4J06--ty2Ydj1---IsArLw,Cantina Los Caballitos,1651 E Passyunk Ave,39.9288976,-75.1644726699,3.5,dinner,$$,Mexican,Not Applicable
q1VOESxR99qJvpubnNxyJQ,Caribou Cafe,1126 Walnut St,39.9487531332,-75.1600949582,3.0,dinner,$$,French,Not Applicable
aa0xi7fgFJyA4qWux6vz0A,Carmen's Famous Italian Hoagies,12th St & Arch St,39.9532735358,-75.1593375206,3.5,lunch,$$,Italian,Not Applicable
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,4914 Baltimore Ave,39.94796,-75.22198,4.0,"lunch, brunch, breakfast",$,Not Applicable,Vegetarian
rOspf7E1Y8YAbVXTZyl-tQ,Cedar Point Bar and Kitchen,2370 E Norris St,39.9768423,-75.1277643,4.0,"lunch, dinner, brunch",$$,American (Traditional),Southern
swcfmflnWlhnbvPOHvPq_A,Chabaa Thai Bistro,4343 Main St,40.025630123,-75.2234600857,4.0,dinner,$$,Thai,Noodles
7hpUoYdAVToZXwuPRgoqdA,Chapterhouse Café & Gallery,620 S 9th St,39.9419516309,-75.1573562007,4.5,Unknown,$$,Not Applicable,Not Applicable
of-GVqY0G_UDHXT9Xg_ADQ,Charlie Was a Sinner,131 S 13th St,39.9495123,-75.1617661,4.0,"latenight, dinner",$$,American (Traditional),Vegan
ckF4SrqKfSm8ndr88on1dA,Chart House,555 S Columbus Blvd,39.9411270506,-75.1404787123,2.5,dinner,$$$,American,Seafood
eMiN8nm70jjKg8izikVWDA,Chickie's & Pete's,1526 Packer Ave,39.9114175,-75.1745111,3.5,"lunch, dinner",$$,American (New),Not Applicable
6zEWIsb6Lhr3BeoC3gm1lw,Chickie's and Pete's,8500 Essington Ave,39.8774228729,-75.2405207186,2.5,"lunch, dinner",$$,American (Traditional),Seafood
gjFUrbSMo1rA1jgG5IhA2A,Chima Steakhouse,1901 John F Kennedy Blvd,39.9547768017,-75.1726724432,3.5,dinner,$$$$,Brazilian,American (New)
iksVwRfpWymIUUFqw0tXpw,Chubby Cattle,146 N 10th St,39.9550104,-75.1561342,4.5,"dessert, latenight, lunch, dinner",$$$,Asian Fusion,Not Applicable
PgUoeGam08nCaLWJwrmrWQ,Chubbys Steaks,5826 Henry Ave,40.0291319,-75.2063122,4.0,"lunch, dinner",$$,Not Applicable,Not Applicable
a62d7e_xXeljJcOUHkJjkg,Circles Contemporary Asian,1516 Tasker St,39.9306471,-75.1707286,3.5,Unknown,$$,Asian Fusion,Thai
9e_rrzyTolsH1RUXHOvsMA,Circles Contemporary Thai,812 N 2nd St,39.9633982,-75.1411529,3.5,dinner,$$,Asian Fusion,Thai
tYn8hGpZiRgJ8cP2FcI_YQ,City Tap House,100 N18th St,39.9557454576,-75.1698437,4.0,"lunch, dinner",$$,American (New),Not Applicable
jxEMFqwDJXjCxmcm5t5jVQ,Cleavers,108 S 18th St,39.9514103,-75.1706011,4.0,"lunch, dinner",$$,Not Applicable,Not Applicable
BiSdlIuOlf6MqyEZ6aWhfQ,Con Murphy's,1700 Benjamin Franklin Pkwy,39.95602,-75.167795,3.5,"latenight, lunch, dinner",$$,Irish,Not Applicable
4hQxm6xckt0EGqfAGzQDyg,Copabanana,344 South St,39.9415037,-75.1489862,2.5,"latenight, lunch, dinner",$$,American (Traditional),Not Applicable
C_EtrXTygRX5RTUOKtO6Dg,Copabanana,4000 Spruce St,39.9515586,-75.2032578,3.0,"latenight, dinner",$$,American (Traditional),Not Applicable
AnhgZCyjhzU8JVxl2ftJKQ,Cosmi's Deli,1501 S 8th St,39.9302586,-75.1579964,4.0,"lunch, dinner",$$,Not Applicable,Not Applicable
GUMVStVaJfWmCIpQA4TtHg,Crazy Sushi,1837 Chestnut St,39.952045,-75.17167,4.0,"lunch, dinner",$$,Japanese,Not Applicable
JHRlwxxKY0JJcU97rJ-Bug,Cuba Libre Restaurant & Rum Bar - Philadelphia,10 S 2nd St,39.949589,-75.14391,3.5,dinner,$$$,Cuban,Latin American
RQAF6a0akMiot5lZZnMNNw,Dalessandro’s Steaks & Hoagies,600 Wendover St,40.029494,-75.2059714,4.0,"lunch, dinner",$$,Not Applicable,Not Applicable
kbXpjBSweedxQ1WrlJ5i7Q,Dan Dan,126 S 16th St,39.950247,-75.167598,4.0,"lunch, dinner",$$,Chinese,Taiwanese
erz6oUEJdx787WyOlxMARw,Dante & Luigi's,762 S 10th St,39.9400687845,-75.1594229629,4.0,dinner,$$,Italian,Not Applicable
Gr6nYrQ_-3p4LcE4M84lTw,Dave & Buster's,325 N Christopher Columbus Blvd,39.9570239499,-75.1374835117,2.5,"latenight, dinner",$$,American (Traditional),Not Applicable
T9C1od-JorSPXwXgzSqM9Q,David's Mai Lai Wah,1001 Race St,39.95549425,-75.1559746,3.0,latenight,$$,Chinese,Seafood
Uky0DD3LU4C7eyNDhpmOXg,Day By Day,2101 Sansom St,39.9516785914,-75.1757079913,4.0,brunch,$$,American (Traditional),Not Applicable
4R2KR_-FybS7oegGrXjHVg,Del Frisco's Double Eagle Steakhouse,1428-1432 Chestnut St,39.9509564,-75.1654591,4.0,dinner,$$$$,American (Traditional),Seafood
Ea4G-2lAbodTM7FBaSO-tQ,Del Rossi's Cheesesteak,538 N 4th St,39.9615077,-75.1450865,3.5,"latenight, lunch, dinner",$$,Not Applicable,Not Applicable
RnhLCG4N9MPy6ZRzq787Cg,Devil's Alley Bar & Grille,1907 Chestnut St,39.95214,-75.1722162,3.5,dinner,$$,American (New),Not Applicable
Y7EalRsCafsApK5DcL_mTg,Devil's Den,1148 S 11th St,39.9358085,-75.1620574,3.5,dinner,$$,American (Traditional),Not Applicable
aUoMG97DMJG4nmwhT6z1zA,Devon Seafood Grill,225 S 18th St,39.94949,-75.17066,3.5,dinner,$$$,Seafood,Not Applicable
4hv1n1VBzMvE-T4UtIcOcw,Di Bruno Bros.,1730 Chestnut St,39.951311,-75.1700653,4.0,Unknown,$$,American (New),Italian
AGlh4ZDv6jnoiYfz7At9mw,Dim Sum Garden,1020 Race St,39.955399,-75.156727,4.0,"lunch, dinner",$$,Asian Fusion,Chinese
0S3TvsmbCeOZ9UitnpRd1A,Dim Sum House,1930 Chestnut St,39.9518328,-75.173394,4.0,dinner,,Asian Fusion,Not Applicable
zU5PPd9j4bYC_MepNSEDcA,Dim Sum House,"3939 Chestnut St, Fl 2",39.9557715,-75.2016544,4.0,"lunch, dinner",$$,Chinese,Cantonese
kVTHnhgYUw-Pmr7wgDB4_g,Distrito,3945 Chestnut St,39.9558813,-75.2020031,3.5,dinner,$$,Mexican,Not Applicable
JVDHxMnKjif8XdXVFWiClg,Dizengoff,1625 Sansom St,39.9506511,-75.1683346,4.5,lunch,$$,Middle Eastern,Not Applicable
99e7bysta1myyrQogFEWUQ,Dock Street Brewery,701 S 50th St,39.9477306374,-75.2227761947,4.0,dinner,$$,American (New),Not Applicable
BnprLJ4Lr33--YjTmgk9Zg,Doma,1822 Callowhill St,39.9602728,-75.1692394,4.0,dinner,$$,Korean,Japanese
Ipkx4Sa7ybn8C6LtTqTztw,Double Knot,120 S 13th St,39.9496993,-75.162185,4.5,dinner,$$$,Japanese,Not Applicable
pWzrmh1oiU9ngWXGHKnnwQ,Down Home Diner,51 N 12th St,39.9530183899,-75.1594000959,3.0,"lunch, breakfast",$$,American (New),Not Applicable
YO9Ycz_chfmoW4WI9Ou0ag,Drinker's Pub,1903 Chestnut St,39.9521221,-75.1720791,3.5,latenight,$,Not Applicable,Not Applicable
44Xh-IjWDSn7XTw1hzO50g,Dutch Eating Place,1136 Arch St,39.9534618209,-75.1593213069,4.5,"lunch, brunch, breakfast",$$,Breakfast & Brunch,Not Applicable
s9ceDy-cVHe0uzvZpWq87Q,E Mei Restaurant,915 Arch St,39.9536815,-75.1554273,4.0,"lunch, dinner",$$,Chinese,Szechuan
ulfMNXHzGVleRf2U5KwiQQ,Earth Bread + Brewery,7136 Germantown Ave,40.059176,-75.1904467,4.0,dinner,$$,American (New),Not Applicable
CuyQt_cUFS1i738GXTNciw,Effie's Restaurant,1127 Pine St,39.9451062,-75.1606111,3.5,dinner,$$,Mediterranean,Greek
EzjysPg2-lVX1E0ibStUXw,Ekta Indian Cuisine,1142 Crease St,39.9692049,-75.1325733,4.0,dinner,$$,Indian,Pakistani
JUlsvVAvZvGHWFfkKm0nlg,El Camino Real,1040 N 2nd St,39.9673004,-75.1403984,3.5,dinner,$$,Mexican,Tex-Mex
qRgeV1CMZawRblc2qjHo_g,El Jarocho,1138 S 13th St,39.936492,-75.165011,4.0,"lunch, dinner",$,Mexican,Not Applicable
oqy15jhe1lOXttEvd4Srog,El Poquito,8201 Germantown Ave,40.0735965366,-75.2026142093,3.0,dinner,$$,Mexican,Not Applicable
SCjUeZfjafJ88fWWQjRh2w,El Rey,2013 Chestnut St,39.9522598,-75.1740323,3.5,dinner,$$,Mexican,Tex-Mex
9PZxjhTIU7OgPIzuGi89Ew,El Vez,121 S 13th St,39.9497020026,-75.1617702842,4.0,dinner,$$,Mexican,Not Applicable
oqbhVgliVJH-iRa3AnD-3A,Elixr Coffee Roasters,207 S Sydenham St,39.9493333403,-75.1667326512,4.5,,$,Not Applicable,Not Applicable
8P8HIysyyGbG8_94cG1Jyg,Entree BYOB,1608 South St,39.9440110213,-75.1691403878,4.5,dinner,$$$,American (New),Italian
IcLm9Z1zphLnzUvrFK6aiA,Erawan Thai Cuisine,123 S 23rd St,39.951799,-75.178213,3.5,"lunch, dinner",$$,Thai,Not Applicable
AaTpjyw-EiODgi3tR4Xr-g,Estia,1405 Locust St,39.9483920508,-75.1653502258,4.0,dinner,$$$,Mediterranean,Greek
BPBTCvmUfRnEH6yyABzOzA,Evil Genius Beer,1727 N Front St,39.9757885,-75.133938,4.0,lunch,$$,Not Applicable,Not Applicable
xxL2_-oExRCwKs_Nyr0KiQ,Fadó Irish Pub,1500 Locust St,39.9483513654,-75.1666795343,3.5,latenight,$$,Irish,Not Applicable
03jQGGJ2ch0uHTtW-UUUqg,Famous 4th Street Delicatessen,700 S 4th St,39.9404915,-75.1496827,4.0,"lunch, brunch, breakfast",$$,Not Applicable,Not Applicable
KHQXmUFiAD0FHvrMSakJBA,Fare,2028 Fairmount Ave,39.967061,-75.171243,3.5,dinner,$$,American (New),Vegetarian
h7TO_IsmLCYmKKDVOOIeFw,Fat Salmon,719 Walnut St,39.9481318,-75.153395,4.5,dinner,$$,Japanese,Not Applicable
-Or44IdY51Ukd618kikmtA,Federal Donuts,701 N Seventh St,39.9641791314,-75.1494241306,4.0,"lunch, breakfast",$,Not Applicable,Not Applicable
41LEg4ZgFDVnZfToxGXiGA,Federal Donuts,3428 Sansom St,39.9535536,-75.1931768,4.0,breakfast,$,Not Applicable,Not Applicable
Oun4NN-u5yiHIxDqtJnxgA,Federal Donuts,1219 S 2nd St,39.932223,-75.147463,4.0,"lunch, breakfast",$,American (Traditional),Korean
eLi0bpsDoWQkBhJX1d46tg,Fergie's Pub,1214 Sansom St,39.9495961,-75.1611276,3.5,"latenight, dinner",$$,Irish,Southern
3ldp8B52AOzNSFnPMAY0ww,Fette Sau,1208 Frankford Ave,39.9692358,-75.134788,4.0,dinner,$$,Barbeque,Not Applicable
4zQV6v8TwEYMwI9Ekdf19g,Figs,2501 Meredith St,39.9685113,-75.1785123,4.0,dinner,$$,Moroccan,Not Applicable
Og1HekJMHKqsvtWaUp9V8g,Flying Monkey Bakery,12th St & Arch St,39.953807711,-75.1586299373,3.5,Unknown,$,Not Applicable,Not Applicable
cGX-1IUwXOjkUqZbkKYcjw,Fogo de Chao,1337 Chestnut St,39.9509166,-75.1629711,4.0,dinner,$$$$,Brazilian,Not Applicable
y1Z9tymuBGVDZnYZoLk-2Q,Fork,306 Market St,39.9500007,-75.146124,4.0,dinner,$$$,American (New),Not Applicable
1CCG0WYSoR8ejdgD5-Gaqg,Francoluigi's Pizzeria & Italian Restaurant,1549 S 13th St,39.9302667,-75.1659499,4.0,dinner,$$,Italian,Not Applicable
ELY0HI8GDEx0jkmREVna0A,Frankford Hall,1210 Frankford Ave,39.969439,-75.134647,4.0,latenight,$$,German,Not Applicable
C9UylQTOh7uwZo4a7QhLyg,Friday Saturday Sunday,261 S 21st St,39.948937,-75.1759543,4.5,dinner,$$$$,American (New),Not Applicable
JrG4NINLspXPNhSXg7Q07Q,Front Street Cafe,1253 N Front St,39.9702007,-75.1356343,4.0,"lunch, brunch, breakfast",$$,American (New),Vegan
LgAuYz5cQe3zTxuteJ4VyQ,Fuel Center City,1225 Walnut St,39.949130566,-75.1616937821,3.5,lunch,$$,Vegetarian,Not Applicable
EdopUxxfxqEA79Vcy_dT3g,Fuel,1917 E Passyunk Ave,39.9261735,-75.1675686,3.5,lunch,$$,American,Not Applicable
JDv3h1xRFIW8fXckqgTdRg,Fuji Mountain,2030 Chestnut St,39.9520801,-75.1747619,4.0,dinner,$$,Japanese,Not Applicable
IkY2ticzHEn4QFn8hQLSWg,Geno's Steaks,1219 S 9th St,39.933836785,-75.1588137524,2.5,"latenight, lunch",$$,Not Applicable,Not Applicable
sVZb87xjhbCWHQ2UXOGLrA,Giorgio On Pine,1328 Pine St,39.9453393812,-75.1644544588,4.0,dinner,$$,Italian,Not Applicable
LizaSXXtaPjbxGtwo_rw9Q,Gnocchi,613 E Passyunk Ave,39.9413851,-75.1503311,4.0,dinner,$$,Italian,Not Applicable
mlrzM-jUkKot28XJhScuuA,Goldie,1526 Sansom St,39.9502275,-75.1668635,4.5,lunch,$$,Mediterranean,Middle Eastern
Iw8uqNPxviwcgxtruAx_LA,Good Dog Bar,224 S 15th St,39.948793,-75.1662055,4.0,dinner,$$,American,Not Applicable
-cEFKAznWmI0cledNOIQ7w,Gran Caffe L'Aquila,1716 Chestnut St,39.9512789,-75.1695181,4.5,"dessert, lunch, dinner",$$,Italian,Not Applicable
ADe114o7Z4vb1O6HkM6YEA,Greek Lady,224 S 40th St,39.9534811107,-75.2029253184,3.5,"lunch, dinner",$,Greek,Mediterranean
rYqmaOIULRouz_1db07OdQ,Green Eggs Cafe,1306 Dickinson St,39.931348,-75.166497,4.0,"brunch, breakfast",$$,American (New),Not Applicable
0RuvlgTnKFbX3IK0ZOOocA,Green Eggs Café,212 S 13th St,39.9481225533,-75.1624631121,4.0,"brunch, breakfast",$$,American (New),Not Applicable
KfIPQSLSj_rJ9zbsdO7wFQ,Greg's Kitchen,4460 Main St,40.0267886888,-75.2267333767,4.0,"lunch, brunch, breakfast",$,American (Traditional),Not Applicable
9A5Gw0At6so0x-vWM0_JZw,Grindcore House,1515 S 4th St,39.929015,-75.1517365,4.5,"dessert, lunch, breakfast",$,Vegetarian,Vegan
OChSrnaj5tQ1-wm7zoVT4w,Gyu-Kaku Japanese BBQ,1901 Callowhill St,39.9607160127,-75.1701319521,3.5,dinner,$$,Asian Fusion,Japanese
bffLbfi1IEAff5C2IHJvFA,Han Dynasty,4356 Main St,40.0253737,-75.2238628,3.5,"lunch, dinner",$$,Chinese,Not Applicable
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,39.9567105161,-75.1971027811,4.0,"lunch, dinner",$$,Chinese,Szechuan
qISf5ojuYbD9h71NumGUQA,Han Dynasty,123 Chestnut St,39.9485257778,-75.143727802,4.0,dinner,$$,Chinese,Szechuan
JVZ_c3k01uAIas5B61iISg,Hard Rock Cafe,1113 Market St,39.9520316095,-75.1596930614,3.0,"lunch, dinner",$$,American (New),American (Traditional)
l8VedGQFMLtTz2zRmpTlxA,Hardena/Waroeng Surabaya Restaurant,1754 S Hicks St,39.9284359,-75.1712655,4.5,"lunch, dinner",$$,Asian Fusion,Indonesian
CYSPKiVdoPX3erovujnE9Q,Harp & Crown,1525 Sansom St,39.9504170438,-75.1664282754,4.0,dinner,$$,American (Traditional),Not Applicable
v45E6gg6MrAziTepkiWByA,Harper's Garden,31 S 18th St,39.9522045,-75.1695409,4.0,"dessert, lunch, dinner, brunch",$$,American,Not Applicable
IGxrAQcqw8Mr1x9WLXQsNA,Hawthornes Biercafé,738 S 11th St,39.9410364,-75.1608686,4.0,brunch,$$,American,Not Applicable
PhLYLCjM_dS_seS_fMBVeg,Helium Comedy Club,2031 Sansom St,39.9515214293,-75.1748099467,3.5,Unknown,$$,American (Traditional),Not Applicable
